63, 2015-03-13, Home, DET, W, 118, 99, 46, 80, 11, 21, 15, 17, 7, 43, 28, 2, 2, 10, 12, 41, 91, 7, 25, 10, 12, 11, 36, 23, 5, 2, 6, 14, W, -8
64, 2015-03-15, Away, TOR, W, 113, 97, 45, 86, 13, 29, 10, 16, 7, 37, 27, 6, 5, 10, 15, 37, 78, 5, 18, 18, 23, 9, 42, 20, 5, 3, 15, 22, W, 1.5
65, 2015-03-16, Away, WAS, L, 97, 105, 36, 89, 8, 28, 17, 20, 14, 48, 19, 2, 3, 10, 19, 41, 82, 7, 12, 16, 26, 6, 43, 25, 5, 4, 6, 17, L, 1
66, 2015-03-18, Away, MIA, L, 104, 108, 41, 81, 10, 26, 12, 21, 13, 45, 22, 3, 2, 15, 15, 46, 87, 7, 10, 9, 14, 8, 35, 21, 7, 7, 8, 18, L, -2.5
67, 2015-03-20, Away, ORL, L, 104, 111, 38, 80, 7, 24, 21, 24, 11, 44, 13, 4, 2, 13, 19, 43, 94, 5, 12, 20, 24, 18, 50, 22, 9, 1, 7, 22, L, -8.5
68, 2015-03-21, Away, MEM, L, 86, 97, 33, 76, 6, 22, 14, 15, 5, 44, 15, 6, 3, 17, 17, 37, 89, 11, 18, 12, 16, 11, 45, 21, 10, 1, 10, 16, L, 3
69, 2015-03-24, Home, GSW, L, 108, 122, 39, 92, 15, 34, 15, 19, 12, 35, 23, 9, 2, 10, 14, 50, 83, 12, 26, 10, 11, 6, 46, 37, 4, 5, 13, 18, L, 7
70, 2015-03-25, Away, UTA, W, 92, 89, 34, 81, 7, 27, 17, 20, 11, 45, 19, 4, 5, 14, 18, 35, 80, 4, 16, 15, 23, 11, 43, 12, 11, 2, 9, 20, W, 2
71, 2015-03-27, Away, PHO, W, 87, 81, 36, 89, 7, 26, 8, 18, 15, 54, 15, 4, 4, 13, 18, 32, 87, 6, 20, 11, 12, 11, 48, 14, 5, 1, 13, 19, W, -1
72, 2015-03-28, Home, DEN, W, 120, 114, 48, 85, 8, 18, 16, 18, 8, 45, 29, 8, 5, 16, 18, 43, 92, 9, 24, 19, 22, 11, 39, 24, 12, 1, 11, 20, L, -9
